# 資料庫版本: 2021-08-22
道字典字號	道漢字音粵語音典字號	頁碼	粵拼聲母	粵拼韻母	粵拼聲調	九聲聲調	韻母組	粵拼讀音	字頭	(輔助檢索用異體)	釋義	釋義本作「同上」	校訂註
D2708	B18C24	27	z	it	6	9	in	zit6	截		斷也，止也		
D2709	B18D01	27	c	in	1	1	in	cin1	千		數目。十百為～		
D2710	B18D07	27	c	in	1	1	in	cin1	遷		搬～，移徙		
D2711	B18D11	27	c	in	2	2	in	cin2	淺		不深曰～		
D2712	B18E06	27	c	in	4	4	in	cin4	錢		金～。十～為両		
D2713	B18E02	27	c	in	4	4	in	cin4	前		～後		
D2714	B18E09	27	c	in	4	4	in	cin4	纏		扎也。～綿，牽～		
D2715	B18E11	27	c	in	5	5	in	cin5	踐		～踏，～約。腳踏曰～		
D2716	B18F03	27	c	it	3	8	in	cit3	設		置也。陳～		
D2717	B18F02	27	c	it	3	8	in	cit3	切		近也，要也		
D2718	B18F04	27	c	it	3	8	in	cit3	徹		通明也。～查		
D2719	B18F06	27	c	it	3	8	in	cit3	撤		～除也		
D2720	B18F07	27	c	it	3	8	in	cit3	轍		車輪的迹。覆～		
D2721	B18F05	27	c	it	3	8	in	cit3	澈		清也。～底		
D2722	B18G01	27	n	in	4	4	in	nin4	年		～歲		
D2723	B18H02	27	s	in	1	1	in	sin1	先		～後，爭～		
D2724	B18H09	27	s	in	1	1	in	sin1	鮮		新～		
D2725	B18H01	27	s	in	1	1	in	sin1	仙		神～		
D2726	B18H07	27	s	in	1	1	in	sin1	僊		同仙		
D2727	B18H29	27	s	in	2	2	in	sin2	癬		～疾，血～		
D2728	B18H28	27	s	in	2	2	in	sin2	蘚		苔～		
D2729	B18H15	27	s	in	2	2	in	sin2	冼		姓		
D2730	B18H27	27	s	in	2	2	in	sin2	燹		兵～		
D2731	B18H25	27	s	in	2	2	in	sin2	鮮		少也		
D2732	B18H30	27	s	in	3	3	in	sin3	扇		紙～，葵～		
D2733	B18H35	27	s	in	3	3	in	sin3	線	綫	絲～		
D2734	B18H33	27	s	in	3	3	in	sin3	煽		熾也。～惑		
D2735	B18H34	27	s	in	3	3	in	sin3	綫	線	仝線		
D2736	B18I07	27	s	in	5	5	in	sin5	蟮		白～		
D2737	B18I13	27	s	in	6	6	in	sin6	善		良～		
D2738		27	s	in	6	6	in	sin6	羡	羨	餘也，贊也		
D2739	B18I23	27	s	in	6	6	in	sin6	擅		專也		
D2740	B18I26	27	s	in	6	6	in	sin6	膳		飯餐也		
D2741	B18I10	27	s	in	6	6	in	sin6	倩		美好也		
D2742	B18J01	27	s	it	3	8	in	sit3	舌		脷也。口～		
D2743	B18J02	27	s	it	3	8	in	sit3	泄		散也，～漏也		
D2744	B18J29	27	s	it	3	8	in	sit3	竊		偷也，私也		
D2745	B18J03	27	s	it	3	8	in	sit3	窃		仝竊		
D2746	B18J08	27	s	it	3	8	in	sit3	屑		碎也。瑣～		
D2747	B18J05	27	s	it	3	8	in	sit3	洩		～漏		
D2748	B18J24	27	s	it	3	8	in	sit3	薛		～姓		
D2749	B18J06	27	s	it	3	8	in	sit3	契		～闊		
D2750	B18J26	27	s	it	3	8	in	sit3	褻		私狎，～凟		
D2751		27	s	it	6	9	in	sit6	𧵳		～本		
D2801	B18K03	28	j	in	1	1	in	jin1	烟		火～，～霞		
D2802	B18K06	28	j	in	1	1	in	jin1	煙		仝烟		
D2803	B18K02	28	j	in	1	1	in	jin1	胭		～脂，紅色		
D2804	B18K05	28	j	in	1	1	in	jin1	菸		同烟，草名		
D2805	B18K14	28	j	in	2	2	in	jin2	衍		延也，寬也		
D2806	B18K20	28	j	in	2	2	in	jin2	演		～說，表～		
D2807	B18K22	28	j	in	2	2	in	jin2	燕		～子，鳥名		
D2808	B18K28	28	j	in	3	3	in	jin3	宴		～客		
D2809	B18K31	28	j	in	3	3	in	jin3	燕		～子，鳥名		
D2810	B18L04	28	j	in	4	4	in	jin4	言		說話，～語		
D2811	B18L17	28	j	in	4	4	in	jin4	然		係也，又轉語用		
D2812	B18L01	28	j	in	4	4	in	jin4	延		～年，～遲		
D2813	B18L07	28	j	in	4	4	in	jin4	研	硏	～究，磨也		
D2814	B18L10	28	j	in	4	4	in	jin4	涎		口水		
D2815	B18L12	28	j	in	4	4	in	jin4	焉		何也。助語辭		
D2816	B18L19	28	j	in	4	4	in	jin4	筵		～席		
D2817	B18L27	28	j	in	4	4	in	jin4	賢		～德，好品行也		
D2818	B18L26	28	j	in	4	4	in	jin4	燃		燒也		
D2819	B18L05	28	j	in	4	4	in	jin4	弦		弓～		
D2820	B18L03	28	j	in	4	4	in	jin4	妍	姸	美貌		
D2821	B18L30	28	j	in	5	5	in	jin5	硯		墨～		
D2822	B18L36	28	j	in	6	6	in	jin6	現		～時		
D2823	B18L32	28	j	in	6	6	in	jin6	彥	彦	俊～		
D2824	B18L33	28	j	in	6	6	in	jin6	唁		弔～		
D2825	B18L41	28	j	in	6	6	in	jin6	硯		墨～		
D2826	B18L43	28	j	in	6	6	in	jin6	諺		俗語		
D2827	B18M01	28	j	it	3	8	in	jit3	咽		吞也。哽～		
D2828	B18M05	28	j	it	3	8	in	jit3	謁		見也，訪也		
D2829	B18M03	28	j	it	3	8	in	jit3	噎		食氣也		
D2830	B18M12	28	j	it	6	9	in	jit6	熱		炎～		
D2831	B18M15	28	j	it	6	9	in	jit6	孽	孼	妖～		
D2832	B18M14	28	j	it	6	9	in	jit6	孼	孽	仝孽。作～，～障		
D2833	B18N04	28	g	in	1	1	in	gin1	堅		實也		
D2834	B18N02	28	g	in	1	1	in	gin1	肩		膊頭		
D2835	B18N12	28	g	in	3	3	in	gin3	建		～立		
D2836	B18N11	28	g	in	3	3	in	gin3	見		眼～		
D2837	B18O01	28	g	in	6	6	in	gin6	件		物～		
D2838	B18O03	28	g	in	6	6	in	gin6	健		強～，～康		
D2839	B18P04	28	g	it	3	8	in	git3	結		～交，完也		
D2840	B18P06	28	g	it	3	8	in	git3	潔		～淨		
D2841	B18P13	28	g	it	6	9	in	git6	桀		夏～，凶暴也		
D2842	B18P14	28	g	it	6	9	in	git6	傑		豪～，才智過人者		
D2843	B18P12	28	g	it	6	9	in	git6	杰		仝傑		
D2844	B18Q02	28	k	in	4	4	in	kin4	乾		～坤		
D2845	B18Q01	28	k	in	4	4	in	kin4	虔		～誠		
D2846	B18R05	28	k	it	3	8	in	kit3	揭	掲	借也，又提～		
D2847	B18R08	28	k	it	3	8	in	kit3	竭		盡也		
D2848	B18R07	28	k	it	3	8	in	kit3	詰		盤問		
D2849	B18R01	28	k	it	3	8	in	kit3	孑		獨立曰～		
D2850	B19A05	28	d	in	1	1	in	din1	顛	顚	～狂，～仆		
D2851	B19A06	28	d	in	1	1	in	din1	巔	巓	山之頂		
D2852	B19A07	28	d	in	1	1	in	din1	癲		發狂，～病		
D2853	B19A09	28	d	in	2	2	in	din2	典		法也。又經～		
D2854	B19B08	28	d	in	6	6	in	din6	電		閃～		
D2855	B19B05	28	d	in	6	6	in	din6	奠		安～		
D2856	B19B06	28	d	in	6	6	in	din6	殿		宮～		
D2901	B19B02	29	d	in	6	6	in	din6	佃		耕田人		
D2902	B19B01	29	d	in	6	6	in	din6	甸		緬～。效外曰～		
D2903	B19B11	29	d	in	6	6	in	din6	靛		藍～		
D2904	B19B09	29	d	in	6	6	in	din6	墊		椅～		
D2905	B19C01	29	d	it	3	8	in	dit3	跌		失足曰～		
D2906	B19C03	29	d	it	6	9	in	dit6	迭		更也，多也		
D2907	B19C11	29	d	it	6	9	in	dit6	秩		～序，職也		
D2908	B19D01	29	t	in	1	1	in	tin1	天		～地		
D2909	B19E01	29	t	in	4	4	in	tin4	田		耕～		
D2910	B19E05	29	t	in	4	4	in	tin4	填	塡	補塞		
D2911	B19E06	29	t	in	4	4	in	tin4	滇		雲南省名		
D2912	B19F05	29	t	it	3	8	in	tit3	鐵		銅～		
D2913	B19G10	29	b	in	1	1	in	bin1	邊		旁～		
D2914	B19G09	29	b	in	1	1	in	bin1	鞭		馬～		
D2915	B19G11	29	b	in	1	1	in	bin1	辮		鬢～		
D2916	B19G17	29	b	in	2	2	in	bin2	扁		不圓。又牌～		
D2917	B19G18	29	b	in	2	2	in	bin2	貶		～抑，減除也		
D2918		29	b	in	2	2	in	bin2	蝙		～蝠，飛鼠也		
D2919	B19G27	29	b	in	3	3	in	bin3	變		更改也。～化		
D2920	B19H08	29	b	in	6	6	in	bin6	便		方～，～利		
D2921	B19H12	29	b	in	6	6	in	bin6	辨		分別		
D2922	B19H13	29	b	in	6	6	in	bin6	辯		以言語～白也		
D2923	B19H02	29	b	in	6	6	in	bin6	卞		～姓		
D2924	B19H01	29	b	in	6	6	in	bin6	弁		冠也		
D2925	B19I01	29	b	it	1	7	in	bit1	必		決也，定也		
D2926	B19I08	29	b	it	3	8	in	bit3	鱉		介魚，龜～		
D2927	B19I10	29	b	it	6	9	in	bit6	別	别	別～，辨～，離～		
D2928	B19J01	29	p	in	1	1	in	pin1	扁		小也。～舟		
D2929	B19J03	29	p	in	1	1	in	pin1	篇		書～，～幅		
D2930	B19J07	29	p	in	1	1	in	pin1	編		簡～，～排		
D2931	B19J11	29	p	in	3	3	in	pin3	片		一塊也		
D2932	B19J12	29	p	in	3	3	in	pin3	遍		普～，週也		
D2933	B19J14	29	p	in	3	3	in	pin3	徧		同遍		
D2934	B19J15	29	p	in	3	3	in	pin3	騙		欺～		
D2935	B19J13	29	p	in	3	3	in	pin3	偏		不正，側重一方面的		
D2936	B19K01	29	p	in	4	4	in	pin4	便		～宜		
D2937	B19L04	29	p	it	3	8	in	pit3	撇		削也，～捺，～開		
D2938	B19M02	29	m	in	4	4	in	min4	棉		～紗，～花		
D2939	B19M03	29	m	in	4	4	in	min4	眠		睡～		
D2940	B19M05	29	m	in	4	4	in	min4	綿	緜	～長		
D2941	B19M09	29	m	in	5	5	in	min5	免		罷也，不用也		
D2942	B19M12	29	m	in	5	5	in	min5	勉		～力		
D2943	B19M20	29	m	in	5	5	in	min5	緬		遠也。又～甸		
D2944	B19M14	29	m	in	5	5	in	min5	娩		分～。臨產謂之分～		
D2945	B19M18	29	m	in	5	5	in	min5	冕		冠也		
D2946	B19M21	29	m	in	6	6	in	min6	面		頭～		
D2947	B19M24	29	m	in	6	6	in	min6	麵	麪|麫|麺	～麥		
D2948	B19N03	29	m	it	6	9	in	mit6	滅		息也，盡也		
D3001	B19N05	30	m	it	6	9	in	mit6	篾		竹～		
D3002	B19P04	30	h	in	1	1	in	hin1	軒		明也，小室		
D3003	B19P06	30	h	in	1	1	in	hin1	牽		～連，引也		
D3004	B19P08	30	h	in	1	1	in	hin1	愆		過也，罪也		
D3005	B19P23	30	h	in	2	2	in	hin2	顯		明也，揚也		
D3006	B19P18	30	h	in	2	2	in	hin2	蜆		黃沙～		
D3007	B19P19	30	h	in	2	2	in	hin2	遣		發也，使也。消～		
D3008	B19P27	30	h	in	3	3	in	hin3	憲		法度也		
D3009	B19P29	30	h	in	3	3	in	hin3	獻		進也，貢也		
D3010	B19R02	30	h	it	3	8	in	hit3	歇		～息，停～		
D3011	B20A01	30	k	ut	3	8	un	kut3	括		包～，搜～		
D3012	B20B01	30	b	un	1	1	un	bun1	般		多～，百～		
D3013	B20B02	30	b	un	1	1	un	bun1	搬		～遷		
D3014	B20B04	30	b	un	2	2	un	bun2	本	夲	根～，資～。始也		
D3015	B20B06	30	b	un	3	3	un	bun3	半		中分曰～		
D3016	B20C01	30	b	un	6	6	un	bun6	伴		夥～		
D3017	B20C04	30	b	un	6	6	un	bun6	叛		～亂，背～		
D3018	B20C06	30	b	un	6	6	un	bun6	畔		田邊也		
D3019	B20C05	30	b	un	6	6	un	bun6	胖		肥～		
D3020	B20D03	30	b	ut	3	8	un	but3	缽		～盂		
D3021	B20D07	30	b	ut	6	9	un	but6	勃		忽然，蓬～		
D3022	B20D17	30	b	ut	6	9	un	but6	撥		～開，挑～		
D3023	B20D15	30	b	ut	6	9	un	but6	渤		～海，地名		
D3024	B21A01	30	p	un	1	1	un	pun1	番		～禺，縣名		
D3025	B21A02	30	p	un	1	1	un	pun1	潘		～姓		
D3026	B21A04	30	p	un	3	3	un	pun3	判		批～，～斷		
D3027	B21B08	30	p	un	4	4	un	pun4	盤		載物之器具。木～，算～		
D3028	B21B02	30	p	un	4	4	un	pun4	盆		同盤		
D3029	B21C01	30	p	ut	3	8	un	put3	潑		活～		
D3030	B21D01	30	m	un	1	1	un	mun1	捫		持也		
D3031	B21E02	30	m	un	4	4	un	mun4	們		我～，你～，他～		
D3032	B21E01	30	m	un	4	4	un	mun4	門		～戶		
D3033	B21E03	30	m	un	4	4	un	mun4	捫		持也		
D3034	B21E08	30	m	un	4	4	un	mun4	瞞		欺騙，～閉		
D3035	B21E14	30	m	un	5	5	un	mun5	滿		盈也，溢也		
D3036	B21E18	30	m	un	6	6	un	mun6	悶		煩～		
D3037	B21F01	30	m	ut	3	8	un	mut3	抹		塗～，～物		
D3038	B21F03	30	m	ut	6	9	un	mut6	沒	没	沉也，終也，失也		
D3039	B21F07	30	m	ut	6	9	un	mut6	沫		水花也		
D3040	B21F02	30	m	ut	6	9	un	mut6	末		本～，又盡也		
D3041	B21F04	30	m	ut	6	9	un	mut6	殁	歿	死也，終也		
D3101	B21G02	31	f	un	1	1	un	fun1	寬	寛	～大		
D3102	B21G06	31	f	un	1	1	un	fun1	歡		～喜		
D3103	B21G13	31	f	un	2	2	un	fun2	欵	款	～曲，～項，～待		
D3104	B21H03	31	f	ut	3	8	un	fut3	濶	闊	廣～，橫～		
D3105	B21I14	31	w	un	2	2	un	wun2	碗		～碟		
D3106	B21I12	31	w	un	2	2	un	wun2	皖		安徽省名		
D3107	B21I11	31	w	un	2	2	un	wun2	腕		手～		
D3108	B21J01	31	w	un	4	4	un	wun4	垣		牆～		
D3109	B21J05	31	w	un	4	4	un	wun4	桓		盤～，武貎		
D3110	B21J03	31	w	un	4	4	un	wun4	爰		於是乎，因也		
D3111	B21J15	31	w	un	6	6	un	wun6	喚		呼～		
D3112	B21J11	31	w	un	6	6	un	wun6	玩		～弄		
D3113	B21J13	31	w	un	6	6	un	wun6	換		變～		
D3114	B21J20	31	w	un	6	6	un	wun6	緩		遲～		
D3115	B21J17	31	w	un	6	6	un	wun6	煥		光明也		
D3116	B21K01	31	w	ut	6	9	un	wut6	活		～潑，生～		
D3117	B21L02	31	gw	un	1	1	un	gwun1	官		仕～，～吏		
D3118	B21L03	31	gw	un	1	1	un	gwun1	冠		帽也		
D3119	B21L07	31	gw	un	1	1	un	gwun1	棺		～材		
D3120	B21L08	31	gw	un	1	1	un	gwun1	觀		～望		
D3121	B21L16	31	gw	un	2	2	un	gwun2	管		～理，簫～		
D3122	B21L18	31	gw	un	2	2	un	gwun2	館	舘	～舍		
D3123	B21L09	31	gw	un	2	2	un	gwun2	莞		東～		
D3124	B21L27	31	gw	un	3	3	un	gwun3	貫		穿也		
D3125	B21L29	31	gw	un	3	3	un	gwun3	灌		～酒，～溉		
D3126	B21L32	31	gw	un	3	3	un	gwun3	罐		～頭		
D3127	B21M02	31	kw	ut	3	8	un	kwut3	括		包～		
D3128	B22A04	31	z	an	1	1	an	zan1	真	眞	～實，正也		
D3129	B22A02	31	z	an	1	1	an	zan1	珍		～寶，～珠，～重		
D3130	B22A09	31	z	an	3	3	an	zan3	圳		深～，地名		
D3131	B22A12	31	z	an	3	3	an	zan3	振		～奮，～動，～作		
D3132	B22A18	31	z	an	3	3	an	zan3	賑		～濟		
D3133	B22A19	31	z	an	3	3	an	zan3	震		卦名，～動		
D3134	B22A20	31	z	an	3	3	an	zan3	鎮	鎭	～守，城～		
D3135	B22B01	31	z	an	6	6	an	zan6	陣		軍師行伍之列。～線，戰～		
D3136	B22C06	31	z	at	1	7	an	zat1	質		老實也。又性～		
D3137	B22C10	31	z	at	1	7	an	zat1	騭	隲|𨽥	陰～。定也，成也		
D3138	B22C21	31	z	at	6	9	an	zat6	疾		病也，急也		
D3139	B22C26	31	z	at	6	9	an	zat6	嫉		妒忌也		
D3140	B22C16	31	z	at	6	9	an	zat6	姪		兄弟之子曰～		
D3141	B22C23	31	z	at	6	9	an	zat6	窒		～塞也，～礙也		
D3142	B22D01	31	c	an	1	1	an	can1	親		愛也，近也		
D3143	B22D16	31	c	an	2	2	an	can2	診		～脈		
D3144	B22D09	31	c	an	2	2	an	can2	疹		痘～		
D3145	B22D04	31	c	an	2	2	an	can2	哂		微笑也		
D3201	B22D31	32	c	an	3	3	an	can3	襯		貼身衣也		
D3202	B22D24	32	c	an	3	3	an	can3	趁		及時也，追逐也，從也		
D3203	B22E01	32	c	an	4	4	an	can4	陳		列也，舊也，又姓		
D3204	B22E02	32	c	an	4	4	an	can4	塵		沙～，～埃		
D3205	B22F01	32	c	at	1	7	an	cat1	七		數目		
D3206	B22F02	32	c	at	1	7	an	cat1	柒		同七		
D3207	B22F04	32	c	at	1	7	an	cat1	漆	𣾰	油～		
D3208	B22G01	32	n	an	2	2	an	nan2	撚		以手～物也		
D3209	B22H16	32	s	an	1	1	an	san1	新		始也，鮮也，初也		
D3210	B22H02	32	s	an	1	1	an	san1	身		～體		
D3211	B22H01	32	s	an	1	1	an	san1	申		伸也，遠也。又上海埠名		
D3212	B22H04	32	s	an	1	1	an	san1	辛		天干名，又～苦		
D3213	B22H13	32	s	an	1	1	an	san1	紳		～帶，又～士		
D3214	B22H03	32	s	an	1	1	an	san1	伸		直也，～縮		
D3215	B22H05	32	s	an	1	1	an	san1	呻		吟～		
D3216	B22H20	32	s	an	1	1	an	san1	薪		柴也。～金		
D3217	B22I03	32	s	an	4	4	an	san4	神		鬼～，精～		
D3218	B22I01	32	s	an	4	4	an	san4	辰		星～，時～		
D3219	B22I02	32	s	an	4	4	an	san4	臣		君～		
D3220	B22I06	32	s	an	4	4	an	san4	晨		早～		
D3221	B22I04	32	s	an	4	4	an	san4	宸		屋之深大者		
D3222	B22I07	32	s	an	5	5	an	san5	腎		五臟之一		
D3223	B22I10	32	s	an	6	6	an	san6	慎	愼	謹～，戒～		
D3224	B22J01	32	s	at	1	7	an	sat1	失		得～，過～，遺～		
D3225	B22J06	32	s	at	1	7	an	sat1	膝	𦡀	～頭		
D3226	B22J04	32	s	at	1	7	an	sat1	瑟		琴～		
D3227	B22J02	32	s	at	1	7	an	sat1	虱		木～，狗～，龍～		
D3228	B22J03	32	s	at	1	7	an	sat1	室		家～		
D3229	B22J10	32	s	at	6	9	an	sat6	實		充～，滿也。誠～，果～		
D3230	B22K02	32	j	an	1	1	an	jan1	因		～為，～由		
D3231	B22K06	32	j	an	1	1	an	jan1	欣		歡喜		
D3232	B22K07	32	j	an	1	1	an	jan1	姻		婚～		
D3233	B22K08	32	j	an	1	1	an	jan1	殷		～朝，～富，盛也		
D3234	B22K09	32	j	an	1	1	an	jan1	恩		惠也，澤也，愛也		
D3235	B22K10	32	j	an	1	1	an	jan1	茵		～陳，藥名		
D3236	B22K15	32	j	an	1	1	an	jan1	湮		沒也		
D3237	B22K23	32	j	an	1	1	an	jan1	慇		～勤		
D3238	B22K20	32	j	an	1	1	an	jan1	甄		～別，察也		
D3239	B22K31	32	j	an	2	2	an	jan2	忍		殘～，～心		
D3240	B22K34	32	j	an	2	2	an	jan2	隱		不見也，私也		
D3241	B22K35	32	j	an	3	3	an	jan3	印		～信，～鑑，～刷		
D3242	B22L01	32	j	an	4	4	an	jan4	人		一個～		
D3243	B22L04	32	j	an	4	4	an	jan4	仁		～義		
D3244	B22L05	32	j	an	4	4	an	jan4	寅		恭也。地支之一		
D3245	B22L06	32	j	an	4	4	an	jan4	夤		～緣，進也		
D3246	B22L09	32	j	an	5	5	an	jan5	引		指～		
D3301	B22L17	33	j	an	5	5	an	jan5	癮		烟～		
D3302	B22L10	33	j	an	5	5	an	jan5	忍		殘～		
D3303	B22L12	33	j	an	5	5	an	jan5	蚓		蚯～		
D3304	B22L20	33	j	an	6	6	an	jan6	刃	刄	刀劍之屬		
D3305	B22L22	33	j	an	6	6	an	jan6	孕		懷胎曰～		
D3306	B22L31	33	j	an	6	6	an	jan6	韌		堅柔而難斷也		
D3307	B22M02	33	j	at	1	7	an	jat1	一		數之始也		
D3308	B22M03	33	j	at	1	7	an	jat1	壹		同一		
D3309	B22M04	33	j	at	6	9	an	jat6	日		晝也，陽氣之精華		
D3310	B22M15	33	j	at	6	9	an	jat6	逸		安～，逃～		
D3311	B22M17	33	j	at	6	9	an	jat6	溢		滿也		
D3312	B22M14	33	j	at	6	9	an	jat6	軼		超越也，散失也		
D3313	B22N02	33	g	an	1	1	an	gan1	斤		十六両為～。斧頭		
D3314	B22N01	33	g	an	1	1	an	gan1	巾		頭～，手～		
D3315	B22N03	33	g	an	1	1	an	gan1	根		樹～，～本		
D3316	B22N06	33	g	an	1	1	an	gan1	筋		～骨		
D3317	B22N07	33	g	an	1	1	an	gan1	跟		腳踭也。又～隨		
D3318	B22N04	33	g	an	1	1	an	gan1	觔		～両		
D3319	B22N18	33	g	an	2	2	an	gan2	𦂳	緊	～急		
D3320	B22N21	33	g	an	2	2	an	gan2	謹		～慎，敬～		
D3321	B22N12	33	g	an	2	2	an	gan2	僅		少也，略能也		
D3322	B22N23	33	g	an	3	3	an	gan3	艮		八卦名		
D3323	B22O01	33	g	an	6	6	an	gan6	近		親也，又遠～		
D3324	B22P01	33	g	at	1	7	an	gat1	吉		～祥，又善也		
D3325	B22P07	33	g	at	1	7	an	gat1	桔		果名		
D3326	B22P08	33	g	at	1	7	an	gat1	訖		終也，完也		
D3327	B22R03	33	k	an	4	4	an	kan4	勤		～力，～勞		
D3328	B22R01	33	k	an	4	4	an	kan4	芹		香～，菜名		
D3329	B22S02	33	k	at	1	7	an	kat1	咳		～嗽		
D3330	B22T01	33	ng	an	1	1	an	ngan1	奀		瘦也		
D3331	B22U10	33	ng	an	4	4	an	ngan4	銀		金～，錢～		
D3332	B22V01	33	ng	at	6	9	an	ngat6	兀		高也		
D3333	B22V10	33	ng	at	6	9	an	ngat6	迄		至也		
D3334	B22V06	33	ng	at	6	9	an	ngat6	屹		山也。屹～		
D3335	B22W06	33	d	an	2	2	an	dan2	躉		蓄貯也		
D3336	B22W05	33	d	an	2	2	an	dan2	𣎴		樁～，橋～		
D3337	B22Y01	33	d	at	6	9	an	dat6	凸		凹～，浮～		
D3338	B22Y02	33	d	at	6	9	an	dat6	突		急卒也。～然，唐～，衝～		
D3339	B22Z02	33	t	an	1	1	an	tan1	吞	呑	下咽也，盡滅也		
D3340	B23A02	33	b	an	1	1	an	ban1	奔		～走		
D3341	B23A11	33	b	an	1	1	an	ban1	賓		～客		
D3342	B23A14	33	b	an	1	1	an	ban1	濱		水邊		
D3343	B23A17	33	b	an	1	1	an	ban1	檳		～榔		
D3344	B23A06	33	b	an	1	1	an	ban1	梹		同檳		
D3401	B23A05	34	b	an	1	1	an	ban1	彬		彬～，有禮之貌		
D3402	B23A24	34	b	an	2	2	an	ban2	品		～級，～格，～物		
D3403	B23A25	34	b	an	2	2	an	ban2	禀	稟	以言上達也		
D3404	B23A31	34	b	an	3	3	an	ban3	嬪		妃～，宮女也		
D3405	B23A32	34	b	an	3	3	an	ban3	殯		收殮死人也		
D3406	B23A33	34	b	an	3	3	an	ban3	鬢		耳旁之髮也		
D3407	B23B02	34	b	an	6	6	an	ban6	笨		愚～		
D3408	B23C01	34	b	at	1	7	an	bat1	不		弗也，非也，無也，未也		
D3409	B23C04	34	b	at	1	7	an	bat1	畢		終也，盡也		
D3410	B23C05	34	b	at	1	7	an	bat1	筆		毛～，鋼～		
D3411	B23C17	34	b	at	6	9	an	bat6	拔	抜	提～		
D3412	B23C26	34	b	at	6	9	an	bat6	跋		～涉，難行也		
D3413	B23D01	34	p	an	3	3	an	pan3	噴		～氣，～嚏		
D3414	B23D02	34	p	an	3	3	an	pan3	濆		～水，水花～發也		
D3415	B23E01	34	p	an	4	4	an	pan4	貧		～苦，～困，～乏		
D3416	B23E02	34	p	an	4	4	an	pan4	頻		不歇也		
D3417	B23E07	34	p	an	4	4	an	pan4	蘋		～果		
D3418	B23E05	34	p	an	4	4	an	pan4	瀕		近也		
D3419	B23E09	34	p	an	5	5	an	pan5	牝		～牡，雌的獸類		
D3420	B23F02	34	p	at	1	7	an	pat1	疋		布～		
D3421	B23F01	34	p	at	1	7	an	pat1	匹		一～馬。單獨也，配合也		
D3422	B23G02	34	m	an	1	1	an	man1	蚊		～蟲		
D3423	B23H03	34	m	an	4	4	an	man4	民		百姓，子～		
D3424	B23H01	34	m	an	4	4	an	man4	文		～章，～采		
D3425	B23H17	34	m	an	4	4	an	man4	聞		耳～，消息		
D3426	B23H12	34	m	an	4	4	an	man4	紋		織～，花～		
D3427	B23H33	34	m	an	5	5	an	man5	敏		靈～，～捷		
D3428	B23H46	34	m	an	5	5	an	man5	憫		哀憐，憂也		
D3429	B23H22	34	m	an	5	5	an	man5	刎		自～，即自殺也		
D3430	B23H25	34	m	an	5	5	an	man5	吻		口唇邊也		
D3431	B23H43	34	m	an	5	5	an	man5	閩		～省，即福建		
D3432	B23H48	34	m	an	6	6	an	man6	問		～答，～難		
D3433	B23I01	34	m	at	1	7	an	mat1	乜		誰也		
D3434	B23I05	34	m	at	6	9	an	mat6	物		人～，～件		
D3435	B23I02	34	m	at	6	9	an	mat6	勿		毋也，莫也		
D3436	B23I10	34	m	at	6	9	an	mat6	蜜		～糖，～蜂		
D3437	B23I09	34	m	at	6	9	an	mat6	密		不疏也		
D3438	B23I13	34	m	at	6	9	an	mat6	襪		腳穿之～		
D3439	B23I08	34	m	at	6	9	an	mat6	袜		同襪		
D3440	B23J01	34	f	an	1	1	an	fan1	分		～別，～開		
D3441	B23J04	34	f	an	1	1	an	fan1	昏		日暮也，暗也		
D3442	B23J07	34	f	an	1	1	an	fan1	紛		～紜，雜也		
D3443	B23J10	34	f	an	1	1	an	fan1	婚		～姻		
D3444	B23J24	34	f	an	1	1	an	fan1	勳	勲	功勞也		
D3445	B23J05	34	f	an	1	1	an	fan1	芬		～芳		
D3446	B23J03	34	f	an	1	1	an	fan1	氛		妖～		
D3447	B23J02	34	f	an	1	1	an	fan1	吩		～咐		
D3501	B23J18	35	f	an	1	1	an	fan1	葷		臭草也。又肉食		
D3502	B23J34	35	f	an	2	2	an	fan2	粉		米～，～麵，～碎		
D3503	B23J37	35	f	an	3	3	an	fan3	瞓		眼～		
D3504	B23J35	35	f	an	3	3	an	fan3	訓		教～		
D3505	B23J38	35	f	an	3	3	an	fan3	糞		屎也		
D3506	B23K10	35	f	an	4	4	an	fan4	墳		～墓		
D3507	B23K07	35	f	an	4	4	an	fan4	焚		燒也		
D3508	B23K20	35	f	an	5	5	an	fan5	憤		～發也		
D3509	B23K22	35	f	an	5	5	an	fan5	奮		發動也。～發		
D3510	B23K18	35	f	an	5	5	an	fan5	忿		怒也		
D3511	B23K25	35	f	an	6	6	an	fan6	份		股～，～數		
D3512	B23L01	35	f	at	1	7	an	fat1	弗		不也		
D3513	B23L06	35	f	at	1	7	an	fat1	彿		彷～		
D3514	B23L09	35	f	at	1	7	an	fat1	忽		倏～，～略		
D3515	B23L04	35	f	at	1	7	an	fat1	沸		滾水也		
D3516	B23L31	35	f	at	6	9	an	fat6	伐		討～		
D3517	B23L30	35	f	at	6	9	an	fat6	乏		窮～		
D3518	B23L32	35	f	at	6	9	an	fat6	佛		仙～		
D3519	B23L41	35	f	at	6	9	an	fat6	罰	𠟟	刑～，責～		
D3520	B23M01	35	w	an	1	1	an	wan1	温	溫	柔也，和也。又～習		
D3521	B23M08	35	w	an	1	1	an	wan1	瘟		～疫		
D3522	B23M22	35	w	an	2	2	an	wan2	穩		安～，不動也		
