# 資料庫版本: 2020-06-14
序號	頁碼	勘誤表頁碼	音節組	字頭	兼容字頭	讀音	聲調	讀音分類	讀音備註	釋義	字條校訂註	義項#	讀音#
148.0.43.0.11	105		í	椅		꜂í	陰上					1/1	1/1
148.0.44.0.11	105		í	輢		꜂í	陰上					1/1	1/1
148.0.45.0.11	105		í	扆		꜂í	陰上					1/1	1/1
148.0.46.0.11	105		í	耳		꜃í	陽上					1/1	1/1
148.0.47.0.11	105		í	爾|尔		꜃í	陽上					1/1	1/1
148.0.48.0.11	105		í	邇		꜃í	陽上					1/1	1/1
148.0.49.0.11	105		í	擬		꜃í	陽上					1/1	1/1
148.0.50.0.11	106		í	譺		꜃í	陽上					1/1	1/1
148.0.51.0.11	106		í	矣		꜃í	陽上					1/1	1/1
148.0.52.0.11	106		í	已		꜃í	陽上					1/1	1/1
148.0.53.0.11	106		í	以		꜃í	陽上					1/1	1/1
148.0.54.0.11	106		í	薿		꜃í	陽上					1/1	1/1
148.0.55.0.11	106		í	苡		꜃í	陽上					1/1	1/1
148.0.55.1.11		717	í	儗		꜃í	陽上					1/1	1/1
148.0.55.2.11		717	í	議		꜃í	陽上					1/1	1/1
148.0.55.3.11		717	í	迤		꜃í	陽上					1/1	1/1
148.0.56.0.11	106		í	薏		í꜄	陰去					1/1	1/1
148.0.57.0.11	106		í	意		í꜄	陰去					1/1	1/1
148.0.58.0.11	106		í	瘞		í꜄	陰去					1/1	1/1
148.0.59.0.11	106		í	㦤		í꜄	陰去					1/1	1/1
148.0.60.0.11	106		í	饐		í꜄	陰去					1/1	1/1
148.0.61.0.11	107		í	殪		í꜄	陰去					1/1	1/1
148.0.61.1.11		717	í	劓		í꜄	陰去					1/1	1/1
148.0.62.0.11	107		í	二|弍|貳		í꜅	陽去					1/1	1/1
148.0.63.0.11	107		í	義		í꜅	陽去					1/1	1/1
148.0.64.0.11	107		í	誼		í꜅	陽去					1/1	1/1
148.0.65.0.11	107		í	樲		í꜅	陽去					1/1	1/1
148.0.66.0.11	107		í	異		í꜅	陽去					1/1	1/1
148.0.67.0.11	107		í	勩		í꜅	陽去					1/1	1/1
148.0.68.0.11	107		í	肄		í꜅	陽去					1/1	1/1
148.0.69.0.11	107		í	易		í꜅	陽去					1/1	1/1
149.0.01.0.11	107		ím	奄		꜀ím	陰平					1/1	1/1
149.0.02.0.11	108		ím	淹		꜀ím	陰平					1/1	1/1
149.0.03.0.11	108		ím	渰		꜀ím	陰平					1/1	1/1
149.0.04.0.11	108		ím	閹|剦		꜀ím	陰平					1/1	1/1
149.0.05.0.11	108		ím	崦		꜀ím	陰平					1/1	1/1
149.0.06.0.11	108		ím	㤿		꜀ím	陰平					1/1	1/1
149.0.07.0.11	108		ím	醃		꜀ím	陰平					1/1	1/1
149.0.08.0.11	108		ím	鹽|塩		꜁ím	陽平					1/1	1/1
149.0.09.0.11	108		ím	嫌		꜁ím	陽平					1/1	1/1
149.0.10.0.11	108		ím	簷|檐		꜁ím	陽平					1/1	1/2
149.0.10.0.12	108		ím	簷|檐		꜁yam	陽平	VULGAR				1/1	2/2
149.0.11.0.11	108		ím	嚴		꜁ím	陽平					1/1	1/1
149.0.12.0.11	108		ím	䉷		꜁ím	陽平					1/1	1/1
149.0.13.0.11	108		ím	釅		꜁ím	陽平					1/1	1/1
149.0.14.0.11	108		ím	蚺		꜁ím	陽平					1/1	1/1
149.0.15.0.11	108		ím	髯		꜁ím	陽平					1/1	1/1
149.0.16.0.11	108		ím	炎		꜁ím	陽平					1/1	1/1
149.0.17.0.11	108		ím	掩		꜂ím	陰上					1/1	1/1
149.0.18.0.11	109		ím	弇		꜂ím	陰上					1/1	1/1
149.0.19.0.11	109		ím	埯		꜂ím	陰上					1/1	1/1
149.0.20.0.11	109		ím	厭		ím꜄	陰去					1/2	1/1
149.0.20.0.21	109		ím	厭		꜂ím	陰上					2/2	1/1
149.0.21.0.11	109		ím	魘		꜂ím	陰上					1/1	1/1
149.0.22.0.11	109		ím	黶		꜂ím	陰上					1/1	1/1
149.0.23.0.11	109		ím	靨		꜂ím	陰上					1/2	1/1
149.0.23.0.21	109		ím	靨		íp꜆	陰入					2/2	1/1
149.0.24.0.11	109		ím	染		꜃ím	陽上					1/1	1/1
149.0.25.0.11	109		ím	冉		꜃ím	陽上					1/1	1/1
149.0.26.0.11	109		ím	苒		꜃ím	陽上					1/1	1/1
149.0.27.0.11	109		ím	琰		꜃ím	陽上					1/1	1/1
149.0.28.0.11	109		ím	剡		꜃ím	陽上					1/1	1/1
149.0.29.0.11	109		ím	扊		꜃ím	陽上					1/1	1/1
149.0.30.0.11	109		ím	儼		꜃ím	陽上					1/1	1/1
149.0.31.0.11	109		ím	饜		ím꜄	陰去					1/1	1/1
149.0.32.0.11	110		ím	驗|騐		ím꜅	陽去					1/1	1/1
149.0.33.0.11	110		ím	艷		ím꜅	陽去					1/1	1/1
149.0.34.0.11	110		ím	𦦨	燄|焰	ím꜅	陽去					1/2	1/1
149.0.34.0.21	110		ím	𦦨	燄|焰	꜁ím	陽平			Same as 炎		2/2	1/1
150.0.01.0.11	110		ín	煙|烟		꜀ín	陰平					1/1	1/1
150.0.02.0.11	110		ín	胭		꜀ín	陰平					1/1	1/1
150.0.03.0.11	110		ín	嫣		꜀ín	陰平					1/1	1/1
150.0.04.0.11	110		ín	蔫		꜀ín	陰平					1/1	1/1
150.0.05.0.11	110		ín	焉		꜀ín	陰平					1/1	1/1
150.0.06.0.11	110		ín	焉		꜁ín	陽平					1/1	1/1
150.0.07.0.11	111		ín	言		꜁ín	陽平					1/1	1/1
150.0.08.0.11	111		ín	然		꜁ín	陽平					1/1	1/1
150.0.09.0.11	111		ín	燃		꜁ín	陽平					1/1	1/1
150.0.10.0.11	111		ín	研		꜁ín	陽平					1/1	1/1
150.0.11.0.11	111		ín	妍		꜁ín	陽平					1/1	1/1
150.0.12.0.11	111		ín	賢		꜁ín	陽平					1/1	1/1
150.0.13.0.11	111		ín	延		꜁ín	陽平					1/1	1/1
150.0.14.0.11	111		ín	筵		꜁ín	陽平					1/1	1/1
150.0.15.0.11	111		ín	咽		꜀ín	陰平					1/2	1/1
150.0.15.0.21	111		ín	咽		ín꜄	陰去					2/2	1/1
150.0.16.0.11	111		ín	埏		꜁ín	陽平					1/1	1/1
150.0.17.0.11	111		ín	弦		꜁ín	陽平					1/1	1/1
150.0.18.0.11	112		ín	絃		꜁ín	陽平					1/1	1/1
150.0.19.0.11	112		ín	舷		꜁ín	陽平					1/1	1/1
150.0.20.0.11	112		ín	蚿		꜁ín	陽平					1/1	1/1
150.0.21.0.11	112		ín	衍		꜂ín	陰上					1/1	1/1
150.0.22.0.11	112		ín	演		꜂ín	陰上					1/1	1/1
150.0.23.0.11	112		ín	兗		꜂ín	陰上					1/1	1/1
150.0.24.0.11	112		ín	偃		꜂ín	陰上					1/1	1/1
150.0.25.0.11	112		ín	鰋		꜂ín	陰上					1/1	1/1
150.0.26.0.11	112		ín	蝘		꜂ín	陰上					1/1	1/1
150.0.27.0.11	112		ín	鼴		꜂ín	陰上					1/1	1/1
150.0.28.0.11	112		ín	睍		꜂ín	陰上					1/1	1/1
150.0.29.0.11	112		ín	堰		꜂ín	陰上					1/1	1/1
150.0.30.0.11	112		ín	巘		꜂ín	陰上					1/1	1/1
150.0.31.0.11	112		ín	唁		꜃ín	陽上					1/1	1/1
150.0.32.0.11	112		ín	燕		꜂ín	陰上					1/1	1/1
150.0.33.0.11	112		ín	燕		ín꜄	陰去					1/1	1/1
150.0.34.0.11	112		ín	宴|讌		ín꜄	陰去					1/1	1/1
150.0.35.0.11	113		ín	俔		ín꜄	陰去					1/1	1/1
150.0.36.0.11	113		ín	晛		ín꜅	陽去					1/1	1/1
150.0.37.0.11	113		ín	現		ín꜅	陽去					1/1	1/1
150.0.38.0.11	113		ín	硯		ín꜅	陽去					1/1	1/1
150.0.39.0.11	113		ín	莧		ín꜅	陽去					1/1	1/1
150.0.40.0.11	113		ín	鋧		ín꜅	陽去					1/1	1/1
150.0.41.0.11	113		ín	彥		ín꜅	陽去					1/1	1/1
150.0.42.0.11	113		ín	諺		ín꜅	陽去					1/1	1/1
151.0.01.0.11	113		íp	饁		íp꜆	陰入					1/1	1/1
151.0.02.0.11	113		íp	腌		íp꜆	陰入					1/1	1/1
151.0.03.0.11	113		íp	葉		íp꜇	陽入					1/1	1/1
151.0.04.0.11	113		íp	業		íp꜇	陽入					1/1	1/1
151.0.05.0.11	113		íp	鄴		íp꜇	陽入					1/1	1/1
152.0.01.0.11	114		ít	噎|咽		ít꜆	陰入					1/1	1/1
152.0.02.0.11	114		ít	謁		ít꜆	陰入					1/1	1/1
152.0.03.0.11	114		ít	熱		ít꜇	陽入					1/1	1/1
152.0.04.0.11	114		ít	孽		ít꜇	陽入					1/1	1/1
152.0.05.0.11	114		ít	蘖		ít꜇	陽入					1/1	1/1
152.0.06.0.11	114		ít	臬		ít꜇	陽入					1/1	1/1
152.0.07.0.11	114		ít	闑		ít꜇	陽入					1/1	1/1
152.0.08.0.11	114		ít	臲		ít꜇	陽入					1/1	1/1
153.0.01.0.11	114		iú	夭		꜀iú	陰平					1/1	1/1
153.0.02.0.11	114		iú	妖		꜀iú	陰平					1/1	1/1
153.0.03.0.11	114		iú	幺		꜀iú	陰平					1/1	1/1
153.0.04.0.11	114		iú	要		꜀iú	陰平					1/1	1/1
153.0.05.0.11	114		iú	腰		꜀iú	陰平					1/1	1/1
153.0.06.0.11	115		iú	葽		꜀iú	陰平					1/1	1/1
153.0.07.0.11	115		iú	喓		꜀iú	陰平					1/1	1/1
153.0.08.0.11	115		iú	吆		꜀iú	陰平					1/1	1/1
153.0.09.0.11	115		iú	邀		꜀iú	陰平					1/1	1/1
153.0.10.0.11	115		iú	徭		꜁iú	陽平					1/1	1/1
153.0.11.0.11	115		iú	猺		꜁iú	陽平					1/1	1/1
153.0.12.0.11	115		iú	瑤		꜁iú	陽平					1/1	1/1
153.0.13.0.11	115		iú	謠		꜁iú	陽平					1/1	1/1
153.0.14.0.11	115		iú	遙		꜁iú	陽平					1/1	1/1
153.0.15.0.11	115		iú	窰		꜁iú	陽平					1/1	1/1
153.0.16.0.11	115		iú	颻		꜁iú	陽平					1/1	1/1
153.0.17.0.11	115		iú	鷂		꜁iú	陽平					1/1	1/1
153.0.18.0.11	115		iú	愮		꜁iú	陽平					1/1	1/1
153.0.19.0.11	115		iú	搖		꜁iú	陽平					1/1	1/1
153.0.20.0.11	115		iú	堯		꜁iú	陽平					1/1	1/1
153.0.21.0.11	115		iú	軺		꜁iú	陽平					1/1	1/1
153.0.22.0.11	116		iú	僥		꜁iú	陽平					1/1	1/1
153.0.23.0.11	116		iú	嬈		꜁iú	陽平					1/1	1/1
153.0.24.0.11	116		iú	橈		꜁iú	陽平					1/1	1/1
153.0.25.0.11	116		iú	蕘		꜁iú	陽平					1/1	1/1
153.0.26.0.11	116		iú	饒		꜁iú	陽平					1/1	1/1
153.0.27.0.11	116		iú	夭|殀		꜂iú	陰上					1/1	1/1
153.0.28.0.11	116		iú	窈		꜂iú	陰上					1/1	1/1
153.0.29.0.11	116		iú	鷕		꜂iú	陰上					1/1	1/1
153.0.30.0.11	116		iú	窅		꜂iú	陰上					1/1	1/1
153.0.31.0.11	116		iú	擾		꜃iú	陽上					1/1	1/1
153.0.32.0.11	116		iú	舀		꜃iú	陽上					1/1	1/1
153.0.33.0.11	116		iú	繞|遶		꜃iú	陽上					1/1	1/1
153.0.34.0.11	116		iú	要		iú꜄	陰去					1/1	1/1
153.0.35.0.11	116		iú	耀		iú꜅	陽去					1/1	1/1
153.0.36.0.11	116		iú	曜		iú꜅	陽去					1/1	1/1
154.0.01.0.11	116		ká	家		꜀ká	陰平					1/1	1/1
154.0.02.0.11	117		ká	加		꜀ká	陰平					1/1	1/1
154.0.03.0.11	117		ká	咖		꜀ká	陰平					1/1	1/1
154.0.04.0.11	117	718	ká	枷		꜀ká	陰平				字頭本作「架」，據勘誤表改	1/1	1/1
154.0.05.0.11	117		ká	珈		꜀ká	陰平					1/1	1/1
154.0.06.0.11	117		ká	笳		꜀ká	陰平					1/1	1/1
154.0.07.0.11	117		ká	袈		꜀ká	陰平					1/1	1/1
154.0.08.0.11	117		ká	嘉		꜀ká	陰平					1/1	1/1
154.0.09.0.11	117		ká	猳		꜀ká	陰平					1/1	1/1
154.0.10.0.11	117		ká	葭		꜀ká	陰平					1/1	1/1
154.0.11.0.11	117		ká	麚		꜀ká	陰平					1/1	1/1
154.0.12.0.11	117		ká	甴		꜀ká	陰平					1/1	1/1
154.0.13.0.11	117		ká	賈		꜂ká	陰上					1/1	1/1
154.0.14.0.11	118		ká	檟		꜂ká	陰上					1/1	1/1
154.0.15.0.11	118		ká	斝		꜂ká	陰上					1/1	1/1
154.0.16.0.11	118		ká	嘏		꜂ká	陰上					1/1	1/1
154.0.17.0.11	118		ká	假		꜂ká	陰上					1/1	1/1
154.0.18.0.11	118		ká	假		ká꜄	陰去					1/1	1/1
154.0.19.0.11	118		ká	嫁		ká꜄	陰去					1/1	1/1
154.0.20.0.11	118		ká	稼		ká꜄	陰去					1/1	1/1
154.0.21.0.11	118		ká	駕		ká꜄	陰去					1/1	1/1
154.0.22.0.11	118		ká	架		ká꜄	陰去					1/1	1/1
154.0.23.0.11	119		ká	價		ká꜄	陰去					1/1	1/1
154.0.24.0.11	119		ká	卡		ká꜄	陰去					1/1	1/1
155.0.01.0.11	119		kai	鷄|雞		꜀kai	陰平					1/1	1/1
155.0.02.0.11	119		kai	筓	笄	꜀kai	陰平					1/1	1/1
155.0.03.0.11	119		kai	枅		꜀kai	陰平					1/1	1/1
155.0.04.0.11	119		kai	髻		꜀kai	陰平					1/1	1/1
155.0.05.0.11	119		kai	計		kai꜄	陰去					1/1	1/1
155.0.06.0.11	119		kai	繼		kai꜄	陰去					1/1	1/1
155.0.07.0.11	120		kai	繫		kai꜄	陰去					1/1	1/2
155.0.07.0.12	120		kai	繫		hai꜄	陰去	USUALLY_PRO				1/1	2/2
155.0.08.0.11	120		kai	薊		kai꜄	陰去					1/1	1/1
155.0.09.0.11	120	718	kai	偈		kai꜅	陽去					1/1	1/1
156.0.01.0.11	120		k‘ai	溪|谿		꜀k‘ai	陰平					1/1	1/1
156.0.02.0.11	120		k‘ai	蹊		꜀k‘ai	陰平					1/1	1/1
156.0.03.0.11	120		k‘ai	稽		꜀k‘ai	陰平					1/1	1/1
156.0.04.0.11	120		k‘ai	嵇		꜀k‘ai	陰平					1/1	1/1
156.0.05.0.11	120		k‘ai	啓		꜂k‘ai	陰上					1/1	1/1
156.0.06.0.11	120		k‘ai	棨		꜂k‘ai	陰上					1/1	1/1
156.0.07.0.11	120		k‘ai	綮		꜂k‘ai	陰上					1/1	1/1
156.0.08.0.11	120		k‘ai	契		k‘ai꜄	陰去					1/1	1/1
156.0.08.1.11		718	k‘ai	蟿		k‘ai꜄	陰去			A locust; [k‘ai꜄ ꜀chung], a large grasshopper		1/2	1/1
156.0.08.1.21		718	k‘ai	蟿		kai꜄	陰去			A sort of frog		2/2	1/1
157.0.01.0.11	121		kái	皆		꜀kái	陰平					1/1	1/1
157.0.02.0.11	121		kái	偕		꜀kái	陰平					1/1	1/1
157.0.03.0.11	121		kái	喈		꜀kái	陰平					1/1	1/1
157.0.04.0.11	121		kái	湝		꜀kái	陰平					1/1	1/1
157.0.05.0.11	121		kái	階		꜀kái	陰平					1/1	1/1
157.0.06.0.11	121		kái	佳		꜀kái	陰平					1/1	1/1
157.0.07.0.11	121		kái	街		꜀kái	陰平					1/1	1/1
157.0.08.0.11	122		kái	解		꜂kái	陰上					1/1	1/1
157.0.09.0.11	122		kái	械		꜃kái	陽上					1/1	1/1
157.0.10.0.11	122		kái	解		kái꜄	陰去					1/1	1/1
157.0.11.0.11	122		kái	廨		kái꜄	陰去					1/1	1/1
157.0.12.0.11	122		kái	介		kái꜄	陰去					1/1	1/1
157.0.13.0.11	122		kái	价		kái꜄	陰去					1/1	1/1
157.0.14.0.11	122		kái	尬		kái꜄	陰去					1/1	1/1
157.0.15.0.11	122		kái	玠		kái꜄	陰去					1/1	1/1
157.0.16.0.11	122		kái	界		kái꜄	陰去					1/1	1/1
157.0.17.0.11	123		kái	疥		kái꜄	陰去					1/1	1/1
157.0.18.0.11	123		kái	芥		kái꜄	陰去					1/1	1/1
157.0.19.0.11	123		kái	蚧		kái꜄	陰去					1/1	1/1
157.0.20.0.11	123		kái	魪		kái꜄	陰去					1/1	1/1
157.0.21.0.11	123		kái	戒		kái꜄	陰去					1/1	1/1
157.0.22.0.11	123		kái	悈		kái꜄	陰去					1/1	1/1
157.0.23.0.11	123		kái	誡		kái꜄	陰去					1/1	1/1
157.0.24.0.11	123		kái	届|屆		kái꜄	陰去					1/1	1/1
157.0.25.0.11	123		kái	犗		kái꜄	陰去					1/1	1/1
158.0.01.0.11	123		k‘ái	楷		꜂k‘ái	陰上					1/1	1/1
158.3.00.1.11		718	k‘ak	○		k‘ak꜆	陰入			A colloquial word. Uneven, interrupted; [lak꜆ k‘ak꜆] difficult, not smooth; [lò꜅ ꜂hò lak꜆ k‘ak꜆] the road is very rough; [꜂kong tak꜆ lak꜆ lak꜆ k‘ak꜆ k‘ak꜆] to stammer, to hesitate		1/1	1/1
159.0.01.0.11	124		kák	革		kák꜆	陰入					1/1	1/1
159.0.02.0.11	124		kák	緙		kák꜆	陰入					1/1	1/1
159.0.03.0.11	124		kák	挌		kák꜆	陰入					1/1	1/1
159.0.04.0.11	124		kák	格		kák꜆	陰入					1/1	1/1
159.0.05.0.11	124		kák	骼		kák꜆	陰入					1/1	1/1
159.0.06.0.11	124		kák	膈		kák꜆	陰入					1/1	1/1
159.0.07.0.11	124		kák	隔|鬲		kák꜆	陰入					1/1	1/1
160.0.01.0.11	125		kam	金		꜀kam	陰平					1/1	1/1
160.0.02.0.11	125		kam	今		꜀kam	陰平					1/1	1/1
160.0.03.0.11	125		kam	錦		꜂kam	陰上					1/1	1/1
160.0.04.0.11	125		kam	禁		kam꜄	陰去					1/1	1/1
160.0.05.0.11	125		kam	噤		kam꜄	陰去					1/1	1/1
160.0.06.0.11	125		kam	搇		kam꜅	陽去					1/1	1/1
161.0.01.0.11	125		k‘am	衾		꜀k‘am	陰平					1/1	1/1
161.0.02.0.11	125		k‘am	衿|襟		꜀k‘am	陰平					1/1	1/1
161.0.03.0.11	126		k‘am	𠸐		꜀k‘am	陰平			Firm, durable, lasting; able to endure; enduring, well placed or settled…		1/1	1/1
161.0.04.0.11	126		k‘am	琴		꜁k‘am	陽平					1/1	1/1
161.0.05.0.11	126		k‘am	芩		꜁k‘am	陽平					1/1	1/1
161.0.06.0.11	126		k‘am	禽		꜁k‘am	陽平					1/1	1/1
161.0.07.0.11	126		k‘am	擒		꜁k‘am	陽平					1/1	1/1
161.0.08.0.11	126		k‘am	檎		꜁k‘am	陽平					1/1	1/1
161.0.09.0.11	126		k‘am	蠄		꜁k‘am	陽平					1/1	1/1
161.0.10.0.11	126		k‘am	𠹸		꜂k‘am	陰上					1/1	1/1
161.0.11.0.11	126		k‘am	妗		꜃k‘am	陽上					1/1	1/1
162.0.01.0.11	126		kám	緘		꜀kám	陰平					1/1	1/1
162.0.02.0.11	126		kám	監		꜀kám	陰平					1/2	1/1
162.0.02.0.21	126		kám	監		kám꜄	陰去					2/2	1/1
162.0.03.0.11	127		kám	尷		꜀kám	陰平					1/1	1/1
162.0.04.0.11	127		kám	椷		꜀kám	陰平					1/1	1/1
162.0.05.0.11	127		kám	減|减		꜂kám	陰上					1/1	1/1
162.0.06.0.11	127		kám	鑒|鑑		kám꜄	陰去					1/1	1/1
163.0.01.0.11	127		kan	根		꜀kan	陰平					1/1	1/1
163.0.02.0.11	127		kan	跟		꜀kan	陰平					1/1	1/1
163.0.03.0.11	128		kan	巾		꜀kan	陰平					1/1	1/1
163.0.04.0.11	128		kan	斤|觔		꜀kan	陰平					1/1	1/1
163.0.05.0.11	128		kan	筋		꜀kan	陰平					1/1	1/1
163.0.05.1.11		718	kan	釿		꜀kan	陰平					1/1	1/1
163.0.06.0.11	128		kan	謹		꜂kan	陰上					1/1	1/1
163.0.07.0.11	128		kan	僅		꜂kan	陰上					1/1	1/1
163.0.08.0.11	128		kan	堇		꜂kan	陰上					1/1	1/1
163.0.09.0.11	128		kan	墐		꜂kan	陰上					1/1	1/1
163.0.10.0.11	128		kan	槿		꜂kan	陰上					1/1	1/1
163.0.11.0.11	128		kan	殣		꜂kan	陰上					1/1	1/1
163.0.12.0.11	128		kan	饉		꜂kan	陰上					1/1	1/1
163.0.13.0.11	128		kan	巹		꜂kan	陰上					1/1	1/1
163.0.14.0.11	129		kan	緊		꜂kan	陰上					1/1	1/1
163.0.15.0.11	129		kan	廑		꜂kan	陰上					1/1	1/1
163.0.16.0.11	129		kan	覲		kan꜄	陰去					1/1	1/1
163.0.17.0.11	129		kan	靳		kan꜄	陰去					1/1	1/1
163.0.18.0.11	129		kan	艮		kan꜄	陰去					1/1	1/1
163.0.19.0.11	129		kan	近		kan꜅	陽去					1/1	1/1
164.0.01.0.11	129		k‘an	芹		꜁k‘an	陽平					1/1	1/1
164.0.02.0.11	129		k‘an	勤		꜁k‘an	陽平					1/1	1/1
164.0.03.0.11	129		k‘an	懃		꜁k‘an	陽平					1/1	1/1
165.0.01.0.11	129		kán	間		꜀kán	陰平					1/1	1/1
165.0.02.0.11	130		kán	艱		꜀kán	陰平					1/1	1/1
165.0.03.0.11	130		kán	奸		꜀kán	陰平					1/1	1/1
165.0.04.0.11	130		kán	姦		꜀kán	陰平					1/1	1/1
165.0.05.0.11	130		kán	菅		꜀kán	陰平					1/1	1/1
165.0.06.0.11	130		kán	鹼|𬸳		꜂kán	陰上					1/1	1/1
165.0.07.0.11	130		kán	繭		꜂kán	陰上					1/1	1/1
165.0.08.0.11	130		kán	簡		꜂kán	陰上					1/1	1/1
165.0.09.0.11	131		kán	柬		꜂kán	陰上					1/1	1/1
165.0.10.0.11	131		kán	揀		꜂kán	陰上					1/1	1/1
165.0.11.0.11	131		kán	諫		kán꜄	陰去					1/1	1/1
165.0.12.0.11	131		kán	間		kán꜄	陰去					1/1	1/1
165.0.13.0.11	131		kán	澗		kán꜄	陰去					1/1	1/1
166.0.01.0.11	131		kang	耕|畊		꜀kang	陰平					1/1	1/2
166.0.01.0.12	131		kang	耕|畊		꜀káng	陰平	USUALLY_PRO				1/1	2/2
166.0.02.0.11	131		kang	更		꜀kang	陰平					1/1	1/2
166.0.02.0.12	131		kang	更		꜀káng	陰平	USUALLY_PRO	chiefly in its meaning of a watch			1/1	2/2
166.0.03.0.11	132		kang	粳		꜀kang	陰平					1/1	1/1
166.0.04.0.11	132		kang	庚		꜀kang	陰平					1/1	1/1
166.0.05.0.11	132		kang	賡		꜀kang	陰平					1/1	1/1
166.0.06.0.11	132		kang	鶊		꜀kang	陰平					1/1	1/1
166.0.07.0.11	132		kang	羹		꜀kang	陰平					1/1	1/1
166.0.08.0.11	132		kang	梗		꜂kang	陰上					1/1	1/1
166.0.09.0.11	132		kang	綆		꜂kang	陰上					1/1	1/1
166.0.10.0.11	132		kang	骾|鯁		꜂kang	陰上					1/1	1/1
166.0.11.0.11	132		kang	亙		꜂kang	陰上					1/1	1/1
166.0.12.0.11	132		kang	耿		꜂kang	陰上					1/1	1/2
166.0.12.0.12	132		kang	耿		꜂kwang	陰上	OFTEN_PRO				1/1	2/2
166.0.13.0.11	132		kang	熲		꜂kang	陰上					1/1	1/2
166.0.13.0.12	132		kang	熲		꜂kwang	陰上	OFTEN_PRO				1/1	2/2
166.0.14.0.11	132		kang	更		kang꜄	陰去					1/1	1/1
167.0.01.0.11	133		k‘ang	掯		k‘ang꜄	陰去					1/1	1/1
168.0.01.0.11	133		káng	逕		káng꜄	陰去					1/1	1/1
168.0.02.0.11	133		káng	挭		káng꜄	陰去					1/1	1/1
169.0.01.0.11	133		kap	急		kap꜆	陰入					1/1	1/1
170.0.01.0.11	133		k‘ap	伋		k‘ap꜆	陰入					1/1	1/1
170.0.02.0.11	133		k‘ap	吸		k‘ap꜆	陰入					1/1	1/1
170.0.03.0.11	133		k‘ap	岌		k‘ap꜆	陰入					1/1	1/1
170.0.04.0.11	133		k‘ap	汲		k‘ap꜆	陰入					1/1	1/1
170.0.05.0.11	133		k‘ap	笈		k‘ap꜆	陰入					1/1	1/1
170.0.06.0.11	133		k‘ap	級		k‘ap꜆	陰入					1/1	1/1
170.0.07.0.11	134		k‘ap	給		k‘ap꜆	陰入					1/1	1/1
170.0.08.0.11	134		k‘ap	闟		k‘ap꜆	陰入					1/1	1/1
170.0.09.0.11	134		k‘ap	及		k‘ap꜇	陽入					1/1	1/1
171.0.01.0.11	134	718	káp	甲		káp꜆	陰入					1/1	1/1
171.0.02.0.11	134		káp	袷		káp꜆	陰入					1/1	1/1
171.0.03.0.11	135		káp	韐		káp꜆	陰入					1/1	1/1
171.0.04.0.11	135		káp	夾		káp꜆	陰入					1/1	1/1
171.0.05.0.11	135		káp	筴		káp꜆	陰入					1/1	1/1
171.0.06.0.11	135		káp	莢		káp꜆	陰入					1/1	1/1
171.0.07.0.11	135		káp	頰		káp꜆	陰入					1/1	1/1
171.0.07.1.11		718	káp	跲		káp꜆	陰入					1/1	1/1
172.0.01.0.11	135		kat	吉		kat꜆	陰入					1/1	1/1
172.0.02.0.11	135		kat	佶		kat꜆	陰入					1/1	1/1
172.0.03.0.11	135		kat	㓤		kat꜆	陰入					1/1	1/1
172.0.04.0.11	135		kat	拮		kat꜆	陰入					1/1	1/1
172.0.05.0.11	135		kat	桔|橘		kat꜆	陰入					1/1	1/1
172.0.06.0.11	136		kat	吃		kat꜆	陰入					1/1	1/1
172.0.07.0.11	136		kat	訖		kat꜆	陰入					1/1	1/1
172.0.08.0.11	136		kat	跀		kat꜇	陽入					1/1	1/1
173.0.01.0.11	136		k‘at	咳		k‘at꜆	陰入					1/1	1/1
173.0.02.0.11	136		k‘at	欬		k‘at꜆	陰入					1/1	1/1
174.0.01.0.11	136		kau	溝		꜀kau	陰平					1/1	1/1
174.0.02.0.11	136		kau	勾		꜀kau	陰平					1/1	1/1
174.0.03.0.11	136		kau	鉤	鈎	꜀kau	陰平					1/1	1/1
174.0.04.0.11	136		kau	絇		꜀kau	陰平					1/1	1/1
174.0.05.0.11	137		kau	鳩		꜀kau	陰平					1/1	1/1
174.0.06.0.11	137		kau	樛		꜀kau	陰平					1/1	1/1
174.0.07.0.11	137		kau	鬮|䰗		꜀kau	陰平					1/1	1/2
174.0.07.0.12	137		kau	鬮|䰗		꜀kwai	陰平	OFTEN_PRO				1/1	2/2
174.0.08.0.11	137		kau	九|玖|〩		꜂kau	陰上					1/1	1/1
174.0.09.0.11	137		kau	玖		꜂kau	陰上					1/1	1/1
174.0.10.0.11	137		kau	久		꜂kau	陰上					1/1	1/1
174.0.11.0.11	137		kau	枸		꜂kau	陰上					1/1	1/1
174.0.12.0.11	137		kau	狗		꜂kau	陰上					1/1	1/1
174.0.13.0.11	137		kau	笱		꜂kau	陰上					1/1	1/1
174.0.14.0.11	137		kau	耇		꜂kau	陰上					1/1	1/1
174.0.15.0.11	138		kau	苟		꜂kau	陰上					1/1	1/1
174.0.16.0.11	138		kau	垢		꜂kau	陰上					1/1	1/1
174.0.17.0.11	138		kau	詬		꜂kau	陰上					1/1	1/1
174.0.18.0.11	138		kau	韮|韭		꜂kau	陰上					1/1	1/1
174.0.19.0.11	138		kau	糾		꜂kau	陰上					1/1	1/1
174.0.20.0.11	138		kau	赳		꜂kau	陰上					1/1	1/1
174.0.21.0.11	138		kau	媾		kau꜄	陰去					1/1	1/1
174.0.22.0.11	138		kau	𡻉		kau꜄	陰去					1/1	1/1
