# 資料庫版本: 2021-08-01
編號	頁	字碼	字	(輔助檢索用異體)	異讀分類	欄位	義項	讀音類型	說明	粵拼讀音	粵拼聲母	粵拼韻母	粵拼聲調	九聲聲調	增補讀音	經校訂修正	校訂註
1670	83	1409	慼			廣州話讀音欄		建議讀音		cik1	c	ik	1	7			
1671	83	1410	慫			廣州話讀音欄		建議讀音		sung2	s	ung	2	2			
1672	83	1411	慾			廣州話讀音欄		建議讀音		juk6	j	uk	6	9			
1673	83	1412	憧		5.68 (165頁)	廣州話讀音欄		建議讀音		cung1	c	ung	1	1			
1674	83	1412	憧		5.68 (165頁)	備註欄		又		tung4	t	ung	4	4			
1675	83	1413	憐			廣州話讀音欄		建議讀音		lin4	l	in	4	4			
1676	84	1414	憎			廣州話讀音欄		建議讀音		zang1	z	ang	1	1			
1677	84	1415	憫			廣州話讀音欄		建議讀音		man5	m	an	5	5			
1678	84	1416	憤			廣州話讀音欄		建議讀音		fan5	f	an	5	5			
1679	84	1417	憬		1.17.1 (51頁)	廣州話讀音欄		建議讀音		ging2	g	ing	2	2			
1680	84	1418	憚			廣州話讀音欄		建議讀音		daan6	d	aan	6	6			
1681	84	1419	憔			廣州話讀音欄		建議讀音		ciu4	c	iu	4	4			
1682	84	1420	憲			廣州話讀音欄		建議讀音		hin3	h	in	3	3			
1683	84	1421	憑			廣州話讀音欄		建議讀音		pang4	p	ang	4	4			
1684	84	1422	憩			廣州話讀音欄		建議讀音		hei3	h	ei	3	3			
1685	84	1423	憊		2.21.3 (75頁)	廣州話讀音欄		建議讀音		bei6	b	ei	6	6			
1686	84	1423	憊		2.21.3 (75頁)	備註欄		又		baai6	b	aai	6	6			
1687	84	1424	懍	懔		廣州話讀音欄		建議讀音		lam5	l	am	5	5			
1688	84	1425	憶			廣州話讀音欄		建議讀音		jik1	j	ik	1	7			
1689	84	1426	憾			廣州話讀音欄		建議讀音		ham6	h	am	6	6			
1690	84	1427	懂			廣州話讀音欄		建議讀音		dung2	d	ung	2	2			
1691	84	1428	懊			廣州話讀音欄		建議讀音		ou3		ou	3	3			
1692	84	1429	懈		5.36 (156頁)	廣州話讀音欄		建議讀音		haai6	h	aai	6	6			
1693	84	1430	應		8.01.1 (206頁)	廣州話讀音欄	1	建議讀音	應當	jing1	j	ing	1	1			
1694	84	1430	應		8.01.1 (206頁)	廣州話讀音欄	2	建議讀音	答應	jing3	j	ing	3	3			
1695	84	1431	懇			廣州話讀音欄		建議讀音		han2	h	an	2	2			
1696	84	1432	懦			廣州話讀音欄		建議讀音		no6	n	o	6	6			
1697	84	1433	懣			廣州話讀音欄		建議讀音		mun6	m	un	6	6			
1698	84	1434	懲			廣州話讀音欄		建議讀音		cing4	c	ing	4	4			
1699	84	1435	懷			廣州話讀音欄		建議讀音		waai4	w	aai	4	4			
1700	84	1436	懶			廣州話讀音欄		建議讀音		laan5	l	aan	5	5			
1701	84	1437	懵		8.02.2 (311頁)	廣州話讀音欄		建議讀音		mung2	m	ung	2	2			
1702	84	1437	懵		8.02.2 (311頁)	備註欄		又		mung5	m	ung	5	5			
1703	84	1438	懸			廣州話讀音欄		建議讀音		jyun4	j	yun	4	4			
1704	85	1439	懺		2.11.1 (66頁)	廣州話讀音欄		建議讀音		caam3	c	aam	3	3			
1705	85	1440	懿			廣州話讀音欄		建議讀音		ji3	j	i	3	3			
1706	85	1441	戀		3.11.2 (117頁)	廣州話讀音欄		建議讀音		lyun2	l	yun	2	2			
1707	85	1441	戀		3.11.2 (117頁)	備註欄		又		lyun5	l	yun	5	5			
1708	85	1442	戈			廣州話讀音欄		建議讀音		gwo1	gw	o	1	1			
1709	85	1443	戊			廣州話讀音欄		建議讀音		mou6	m	ou	6	6			
1710	85	1444	戎			廣州話讀音欄		建議讀音		jung4	j	ung	4	4			
1711	85	1445	戌			廣州話讀音欄		建議讀音		seot1	s	eot	1	7			
1712	85	1446	戍			廣州話讀音欄		建議讀音		syu3	s	yu	3	3			
1713	85	1447	成		4.32 (146頁); 8.02.1 (261頁)	廣州話讀音欄		建議讀音		sing4	s	ing	4	4			
1714	85	1448	戒			廣州話讀音欄		建議讀音		gaai3	g	aai	3	3			
1715	85	1449	我			廣州話讀音欄		建議讀音		ngo5	ng	o	5	5			
1716	85	1450	或			廣州話讀音欄		建議讀音		waak6	w	aak	6	9			
1717	85	1451	戕			廣州話讀音欄		建議讀音		coeng4	c	oeng	4	4		Y	本注陰上調，惟直音作「牆」，陽平聲。今據《讀音表》所參考工具書改標陽平
1718	85	1452	戛	戞	1.02.1 (42頁)	廣州話讀音欄		建議讀音		aat3		aat	3	8			
1719	85	1452	戛	戞	1.02.1 (42頁)	備註欄		又		gaat3	g	aat	3	8		Y	備註欄又音《異讀》誤作“gat8”，今從《讀音表》作“gaat8”（粵拼：[gaat3]）
1720	85	1453	戚			廣州話讀音欄		建議讀音		cik1	c	ik	1	7			
1721	85	1454	戟	㦸		廣州話讀音欄		建議讀音		gik1	g	ik	1	7			
1722	85	1455	戡			廣州話讀音欄		建議讀音		ham1	h	am	1	1			
1723	85	1456	戢			廣州話讀音欄		建議讀音		cap1	c	ap	1	7			
1724	85	1457	截			廣州話讀音欄		建議讀音		zit6	z	it	6	9			
1725	85	1458	戮			廣州話讀音欄		建議讀音		luk6	l	uk	6	9			
1726	85	1459	戰			廣州話讀音欄		建議讀音		zin3	z	in	3	3			
1727	85	1460	戴			廣州話讀音欄		建議讀音		daai3	d	aai	3	3			
1728	85	1461	戲	戯|戱	8.02.2 (311頁)	廣州話讀音欄		建議讀音		hei3	h	ei	3	3			
1729	85	1461	戲	戯|戱	8.02.2 (311頁)	備註欄		古	於戲	fu1	f	u	1	1			
1730	86	1462	戳		2.52.1 (95頁)	廣州話讀音欄		建議讀音		coek3	c	oek	3	8			
1731	86	1462	戳		2.52.1 (95頁)	備註欄		又		cok3	c	ok	3	8			
1732	86	1463	戶	户|戸		廣州話讀音欄		建議讀音		wu6	w	u	6	6			
1733	86	1464	房			廣州話讀音欄		建議讀音		fong4	f	ong	4	4			
1734	86	1465	戾	戻		廣州話讀音欄		建議讀音		leoi6	l	eoi	6	6			
1735	86	1466	所			廣州話讀音欄		建議讀音		so2	s	o	2	2			
1736	86	1467	扁			廣州話讀音欄	1	建議讀音	扁鼻	bin2	b	in	2	2			
1737	86	1467	扁			廣州話讀音欄	2	建議讀音	扁舟	pin1	p	in	1	1			
1738	86	1468	扇		8.02.1 (261頁)	廣州話讀音欄		建議讀音		sin3	s	in	3	3		Y	《異讀》誤作“in3”，今從《讀音表》作“sin3”
1739	86	1469	扈			廣州話讀音欄		建議讀音		wu6	w	u	6	6			
1740	86	1470	扉			廣州話讀音欄		建議讀音		fei1	f	ei	1	1			
1741	86	1471	才			廣州話讀音欄		建議讀音		coi4	c	oi	4	4			
1742	86	1472	手			廣州話讀音欄		建議讀音		sau2	s	au	2	2			
1743	86	1473	扎		2.15.1 (71頁)	廣州話讀音欄		建議讀音		zaat3	z	aat	3	8			
1744	86	1474	打		8.01.1 (207頁)	廣州話讀音欄	1	建議讀音	打人	daa2	d	aa	2	2			
1745	86	1474	打		8.01.1 (207頁)	廣州話讀音欄	2	建議讀音	十二個叫一打	daa1	d	aa	1	1			
1746	86	1475	扔		5.58 (161頁)	廣州話讀音欄		建議讀音		jing4	j	ing	4	4			
1747	86	1475	扔		5.58 (161頁)	備註欄		語		wing1	w	ing	1	1			
1748	86	1476	扒		8.02.1 (261頁)	廣州話讀音欄		建議讀音		paa4	p	aa	4	4			
1749	87	1477	扛		8.02.1 (261頁)	廣州話讀音欄		建議讀音		gong1	g	ong	1	1			
1750	87	1478	扣			廣州話讀音欄		建議讀音		kau3	k	au	3	3			
1751	87	1479	托			廣州話讀音欄		建議讀音		tok3	t	ok	3	8			
1752	87	1480	抗			廣州話讀音欄		建議讀音		kong3	k	ong	3	3			
1753	87	1481	抖			廣州話讀音欄		建議讀音		dau2	d	au	2	2			
1754	87	1482	技			廣州話讀音欄		建議讀音		gei6	g	ei	6	6			
1755	87	1483	扶			廣州話讀音欄		建議讀音		fu4	f	u	4	4			
1756	87	1484	抉			廣州話讀音欄		建議讀音		kyut3	k	yut	3	8			
1757	87	1485	扭			廣州話讀音欄		建議讀音		nau2	n	au	2	2			
1758	87	1486	把		8.02.1 (261頁)	廣州話讀音欄		建議讀音		baa2	b	aa	2	2			
1759	87	1487	扼		1.01.1 (39頁)	廣州話讀音欄		建議讀音		ak1		ak	1	7			
1760	87	1488	找			廣州話讀音欄		建議讀音		zaau2	z	aau	2	2			
1761	87	1489	抒			廣州話讀音欄		建議讀音		syu1	s	yu	1	1			
1762	87	1490	承			廣州話讀音欄		建議讀音		sing4	s	ing	4	4			
1763	87	1491	批			廣州話讀音欄		建議讀音		pai1	p	ai	1	1			
1764	87	1492	扯			廣州話讀音欄		建議讀音		ce2	c	e	2	2			
1765	87	1493	抄			廣州話讀音欄		建議讀音		caau1	c	aau	1	1			
1766	87	1494	折		8.01.1 (207頁)	廣州話讀音欄	1	建議讀音	折磨	zit3	z	it	3	8			
1767	87	1494	折		8.01.1 (207頁)	廣州話讀音欄	2	建議讀音	存折	zip3	z	ip	3	8			
1768	87	1495	扳		8.02.2 (312頁)	廣州話讀音欄		建議讀音		baan2	b	aan	2	2			
1769	87	1495	扳		8.02.2 (312頁)	備註欄			通攀	paan1	p	aan	1	1	Y		
1770	87	1496	扮		3.17.4 (126頁)	廣州話讀音欄		建議讀音		baan6	b	aan	6	6			
1771	87	1496	扮		3.17.4 (126頁)	備註欄		又		baan3	b	aan	3	3			
1772	87	1497	投			廣州話讀音欄		建議讀音		tau4	t	au	4	4			
1773	88	1498	抓		6.08 (167頁)	廣州話讀音欄		建議讀音		zaau2	z	aau	2	2			
1774	88	1498	抓		6.08 (167頁)	備註欄		又		zaa1	z	aa	1	1			
1775	88	1499	抑			廣州話讀音欄		建議讀音		jik1	j	ik	1	7			
1776	88	1500	拉		8.02.1 (262頁)	廣州話讀音欄		建議讀音		laai1	l	aai	1	1			
1777	88	1501	拌		8.02.1 (262頁)	廣州話讀音欄		建議讀音		pun3	p	un	3	3			
1778	88	1502	拄			廣州話讀音欄		建議讀音		zyu2	z	yu	2	2			
1779	88	1503	抿			廣州話讀音欄		建議讀音		man5	m	an	5	5			
1780	88	1504	拂		8.02.2 (312頁)	廣州話讀音欄		建議讀音		fat1	f	at	1	7			
1781	88	1504	拂		8.02.2 (312頁)	備註欄			(古)同弼	bat6	b	at	6	9	Y		
1782	88	1505	抹		2.18.1 (72頁); 8.02.2 (312頁)	廣州話讀音欄		建議讀音		mut3	m	ut	3	8			
1783	88	1505	抹		2.18.1 (72頁); 8.02.2 (312頁)	備註欄		語		maat3	m	aat	3	8			
1784	88	1506	拒			廣州話讀音欄		建議讀音		keoi5	k	eoi	5	5			
1785	88	1507	招			廣州話讀音欄		建議讀音		ziu1	z	iu	1	1			
1786	88	1508	拓		8.01.2 (236頁)	廣州話讀音欄	1	建議讀音	開拓	tok3	t	ok	3	8			
1787	88	1508	拓		8.01.2 (236頁)	廣州話讀音欄	2	建議讀音	拓本	taap3	t	aap	3	8			
1788	88	1509	拔	抜		廣州話讀音欄		建議讀音		bat6	b	at	6	9			
1789	88	1510	拋	抛		廣州話讀音欄		建議讀音		paau1	p	aau	1	1			
1790	88	1511	抨			廣州話讀音欄		建議讀音		ping1	p	ing	1	1			
1791	88	1512	拜			廣州話讀音欄		建議讀音		baai3	b	aai	3	3			
1792	88	1513	拈		8.02.1 (262頁)	廣州話讀音欄		建議讀音		nim1	n	im	1	1			
1793	88	1514	抽			廣州話讀音欄		建議讀音		cau1	c	au	1	1			
1794	88	1515	押		1.01.1 (39頁); 8.02.2 (312頁)	廣州話讀音欄		建議讀音		aat3		aat	3	8			
1795	88	1515	押		1.01.1 (39頁); 8.02.2 (312頁)	備註欄			畫押又讀	aap3		aap	3	8			
1796	88	1516	拐			廣州話讀音欄		建議讀音		gwaai2	gw	aai	2	2			
1797	88	1517	拙			廣州話讀音欄		建議讀音		zyut3	z	yut	3	8			
1798	88	1518	拇			廣州話讀音欄		建議讀音		mou5	m	ou	5	5			
1799	89	1519	披			廣州話讀音欄		建議讀音		pei1	p	ei	1	1			
1800	89	1520	拍			廣州話讀音欄		建議讀音		paak3	p	aak	3	8			
1801	89	1521	抵		8.02.1 (262頁)	廣州話讀音欄		建議讀音		dai2	d	ai	2	2			
1802	89	1522	拚		3.07.2 (113頁); 8.02.1 (262頁)	廣州話讀音欄		建議讀音		pun3	p	un	3	3			
1803	89	1523	抱			廣州話讀音欄		建議讀音		pou5	p	ou	5	5			
1804	89	1524	拘			廣州話讀音欄		建議讀音		keoi1	k	eoi	1	1			
1805	89	1525	拖			廣州話讀音欄		建議讀音		to1	t	o	1	1			
1806	89	1526	拗	抝	1.01.1 (39頁); 8.01.1 (207頁)	廣州話讀音欄	1	建議讀音	拗斷	aau2		aau	2	2			
1807	89	1526	拗	抝	1.01.1 (39頁); 8.01.1 (207頁)	廣州話讀音欄	2	建議讀音	拗口令	aau3		aau	3	3			
1808	89	1527	拆			廣州話讀音欄		建議讀音		caak3	c	aak	3	8			
1809	89	1528	抬			廣州話讀音欄		建議讀音		toi4	t	oi	4	4			
1810	89	1529	挖			廣州話讀音欄		建議讀音		waat3	w	aat	3	8			
1811	89	1530	按		1.01.1 (39頁)	廣州話讀音欄		建議讀音		on3		on	3	3			
1812	89	1531	拼		3.03.2 (104頁)	廣州話讀音欄		建議讀音		ping1	p	ing	1	1			
1813	89	1531	拼		3.03.2 (104頁)	備註欄		又		ping3	p	ing	3	3			
1814	89	1532	拳			廣州話讀音欄		建議讀音		kyun4	k	yun	4	4			
1815	89	1533	拭			廣州話讀音欄		建議讀音		sik1	s	ik	1	7			
1816	89	1534	持			廣州話讀音欄		建議讀音		ci4	c	i	4	4			
1817	89	1535	拮			廣州話讀音欄		建議讀音		git3	g	it	3	8			
1818	89	1536	指			廣州話讀音欄		建議讀音		zi2	z	i	2	2			
1819	89	1537	拱			廣州話讀音欄		建議讀音		gung2	g	ung	2	2			
1820	89	1538	拷		3.01.3 (100頁)	廣州話讀音欄		建議讀音		haau1	h	aau	1	1			
1821	89	1538	拷		3.01.3 (100頁)	備註欄		又		haau2	h	aau	2	2			
1822	89	1539	拯			廣州話讀音欄		建議讀音		cing2	c	ing	2	2			
1823	89	1540	挈		1.23.2 (54頁); 8.02.1 (262頁)	廣州話讀音欄		建議讀音		kit3	k	it	3	8			
1824	89	1541	拽			廣州話讀音欄		建議讀音		jai6	j	ai	6	6			
1825	90	1542	括		8.01.1 (207頁)	廣州話讀音欄	1	建議讀音	括號	kut3	k	ut	3	8			
1826	90	1542	括		8.01.1 (207頁)	廣州話讀音欄	2	建議讀音	搜括	gwaat3	gw	aat	3	8			
1827	90	1543	拾		8.02.1 (263頁)	廣州話讀音欄		建議讀音		sap6	s	ap	6	9			
1828	90	1544	拴			廣州話讀音欄		建議讀音		saan1	s	aan	1	1			
1829	90	1545	挑		8.01.2 (236頁)	廣州話讀音欄	1	建議讀音	挑水，挑戰	tiu1	t	iu	1	1			
1830	90	1545	挑		8.01.2 (236頁)	廣州話讀音欄	2	建議讀音	挑達	tou1	t	ou	1	1			
1831	90	1546	拿			廣州話讀音欄		建議讀音		naa4	n	aa	4	4			
1832	90	1547	挾		3.23.2 (136頁); 8.02.2 (312頁)	廣州話讀音欄		建議讀音		hip3	h	ip	3	8		Y	建議讀音《讀音表》誤作陽入聲（與備註又音同），今從《異讀》
1833	90	1547	挾		3.23.2 (136頁); 8.02.2 (312頁)	備註欄		又		hip6	h	ip	6	9			
1834	90	1548	振		8.02.1 (263頁)	廣州話讀音欄		建議讀音		zan3	z	an	3	3			
1835	90	1549	捕			廣州話讀音欄		建議讀音		bou6	b	ou	6	6			
1836	90	1550	捂			廣州話讀音欄		建議讀音		wu2	w	u	2	2			
1837	90	1551	挪			廣州話讀音欄		建議讀音		no4	n	o	4	4			
1838	90	1552	捎			廣州話讀音欄		建議讀音		saau1	s	aau	1	1			
1839	90	1553	捆			廣州話讀音欄		建議讀音		kwan2	kw	an	2	2			
1840	90	1554	捏	揑		廣州話讀音欄		建議讀音		nip6	n	ip	6	9			
1841	90	1555	捉		3.21.1 (134頁)	廣州話讀音欄		建議讀音		zuk1	z	uk	1	7			
1842	90	1556	捐			廣州話讀音欄		建議讀音		gyun1	g	yun	1	1			
1843	90	1557	挺		3.11.3 (119頁)	廣州話讀音欄		建議讀音		ting5	t	ing	5	5			
1844	90	1558	挽			廣州話讀音欄		建議讀音		waan5	w	aan	5	5			
1845	90	1559	挫			廣州話讀音欄		建議讀音		co3	c	o	3	3			
1846	90	1560	挨		1.01.1 (40頁); 8.02.2 (312頁)	廣州話讀音欄		建議讀音		aai1		aai	1	1			
1847	90	1560	挨		1.01.1 (40頁); 8.02.2 (312頁)	備註欄			同捱	ngaai4	ng	aai	4	4	Y		
1848	90	1561	掠			廣州話讀音欄		建議讀音		loek6	l	oek	6	9			
1849	90	1562	控			廣州話讀音欄		建議讀音		hung3	h	ung	3	3			
1850	90	1563	捲			廣州話讀音欄		建議讀音		gyun2	g	yun	2	2			
1851	90	1564	掖		2.31.1 (79頁)	廣州話讀音欄		建議讀音		jik6	j	ik	6	9			
1852	91	1565	探		8.02.1 (263頁)	廣州話讀音欄		建議讀音		taam3	t	aam	3	3			
1853	91	1566	接			廣州話讀音欄		建議讀音		zip3	z	ip	3	8			
1854	91	1567	捩		8.02.1 (263頁)	廣州話讀音欄		建議讀音		lit6	l	it	6	9			
1855	91	1568	捷	㨗		廣州話讀音欄		建議讀音		zit6	z	it	6	9			
1856	91	1569	捧		1.04.1 (43頁)	廣州話讀音欄		建議讀音		pung2	p	ung	2	2			
1857	91	1569	捧		1.04.1 (43頁)	備註欄		又		bung2	b	ung	2	2			
1858	91	1570	掘			廣州話讀音欄		建議讀音		gwat6	gw	at	6	9			
1859	91	1571	措			廣州話讀音欄		建議讀音		cou3	c	ou	3	3			
1860	91	1572	捱			廣州話讀音欄		建議讀音		ngaai4	ng	aai	4	4			
1861	91	1573	掩			廣州話讀音欄		建議讀音		jim2	j	im	2	2			
1862	91	1574	掃		8.02.1 (263頁)	廣州話讀音欄		建議讀音		sou3	s	ou	3	3			
1863	91	1575	掛			廣州話讀音欄		建議讀音		gwaa3	gw	aa	3	3			
1864	91	1576	捫		3.04.4 (108頁)	廣州話讀音欄		建議讀音		mun4	m	un	4	4			
1865	91	1577	掉		4.09 (139頁)	廣州話讀音欄		建議讀音		diu6	d	iu	6	6			
1866	91	1578	掌			廣州話讀音欄		建議讀音		zoeng2	z	oeng	2	2			
1867	91	1579	排		8.02.1 (263頁)	廣州話讀音欄		建議讀音		paai4	p	aai	4	4			
1868	91	1580	推			廣州話讀音欄		建議讀音		teoi1	t	eoi	1	1			
1869	91	1581	掄		8.02.1 (264頁)	廣州話讀音欄		建議讀音		leon4	l	eon	4	4			
1870	91	1582	授			廣州話讀音欄		建議讀音		sau6	s	au	6	6			
1871	91	1583	掙		2.13.2 (68頁)	廣州話讀音欄	1	建議讀音	掙扎	zang1	z	ang	1	1			
1872	91	1583	掙		2.13.2 (68頁)	廣州話讀音欄	2	建議讀音	掙錢	zaang6	z	aang	6	6			
1873	91	1584	採			廣州話讀音欄		建議讀音		coi2	c	oi	2	2			
1874	91	1585	掬			廣州話讀音欄		建議讀音		guk1	g	uk	1	7			
1875	92	1586	掏		8.02.1 (264頁)	廣州話讀音欄		建議讀音		tou4	t	ou	4	4			
1876	92	1587	掀			廣州話讀音欄		建議讀音		hin1	h	in	1	1			
1877	92	1588	捻		2.45.1 (93頁); 8.02.2 (313頁)	廣州話讀音欄		建議讀音		nin2	n	in	2	2			
1878	92	1588	捻		2.45.1 (93頁); 8.02.2 (313頁)	備註欄		又		nim2	n	im	2	2			
1879	92	1588	捻		2.45.1 (93頁); 8.02.2 (313頁)	備註欄		語		nan2	n	an	2	2			
1880	92	1589	捨			廣州話讀音欄		建議讀音		se2	s	e	2	2			
1881	92	1590	掣		7.18 (180頁)	廣州話讀音欄		建議讀音		zai3	z	ai	3	3			
1882	92	1590	掣		7.18 (180頁)	備註欄			風馳電掣又讀	cit3	c	it	3	8			
1883	92	1591	揮			廣州話讀音欄		建議讀音		fai1	f	ai	1	1			
1884	92	1592	描			廣州話讀音欄		建議讀音		miu4	m	iu	4	4			
1885	92	1593	揀		2.12.1 (67頁)	廣州話讀音欄		建議讀音		gaan2	g	aan	2	2			
1886	92	1594	揉			廣州話讀音欄		建議讀音		jau4	j	au	4	4			
1887	92	1595	揆		3.18.2 (127頁)	廣州話讀音欄		建議讀音		kwai4	kw	ai	4	4			
1888	92	1595	揆		3.18.2 (127頁)	備註欄		又		kwai5	kw	ai	5	5			
1889	92	1596	揍			廣州話讀音欄		建議讀音		zau3	z	au	3	3			
1890	92	1597	插	揷		廣州話讀音欄		建議讀音		caap3	c	aap	3	8			
1891	92	1598	握		1.01.1 (40頁)	廣州話讀音欄		建議讀音		ak1		ak	1	7			
1892	92	1599	摒			廣州話讀音欄		建議讀音		bing3	b	ing	3	3			
1893	92	1600	揩			廣州話讀音欄		建議讀音		haai1	h	aai	1	1			
1894	92	1601	揣		2.57.1 (97頁)	廣州話讀音欄		建議讀音		cyun2	c	yun	2	2			
1895	92	1601	揣		2.57.1 (97頁)	備註欄		又		ceoi2	c	eoi	2	2			
1896	92	1602	提		8.02.1 (264頁)	廣州話讀音欄		建議讀音		tai4	t	ai	4	4			
1897	92	1603	揖			廣州話讀音欄		建議讀音		jap1	j	ap	1	7			
1898	92	1604	揭	掲	8.02.1 (264頁)	廣州話讀音欄		建議讀音		kit3	k	it	3	8			
1899	92	1605	揚			廣州話讀音欄		建議讀音		joeng4	j	oeng	4	4			
1900	92	1606	捶			廣州話讀音欄		建議讀音		ceoi4	c	eoi	4	4			
1901	92	1607	援		7.53 (191頁)	廣州話讀音欄		建議讀音		wun4	w	un	4	4			
1902	92	1607	援		7.53 (191頁)	廣州話讀音欄		建議讀音		jyun4	j	yun	4	4			
1903	93	1608	揪			廣州話讀音欄		建議讀音		zau1	z	au	1	1			
1904	93	1609	換			廣州話讀音欄		建議讀音		wun6	w	un	6	6			
1905	93	1610	搜	捜	3.01.5 (101頁)	廣州話讀音欄		建議讀音		sau2	s	au	2	2			
1906	93	1610	搜	捜	3.01.5 (101頁)	備註欄		又		sau1	s	au	1	1			
1907	93	1611	搾			廣州話讀音欄		建議讀音		zaa3	z	aa	3	3			
1908	93	1612	搞			廣州話讀音欄		建議讀音		gaau2	g	aau	2	2			
1909	93	1613	搪		3.10.3 (116頁)	廣州話讀音欄		建議讀音		tong4	t	ong	4	4			
1910	93	1614	搓			廣州話讀音欄		建議讀音		co1	c	o	1	1			
1911	93	1615	搭	撘		廣州話讀音欄		建議讀音		daap3	d	aap	3	8			
1912	93	1616	搽			廣州話讀音欄		建議讀音		caa4	c	aa	4	4			
1913	93	1617	搏			廣州話讀音欄		建議讀音		bok3	b	ok	3	8			
1914	93	1618	搔			廣州話讀音欄		建議讀音		sou1	s	ou	1	1			
1915	93	1619	損			廣州話讀音欄		建議讀音		syun2	s	yun	2	2			
1916	93	1620	搬			廣州話讀音欄		建議讀音		bun1	b	un	1	1			
1917	93	1621	搶		8.02.1 (264頁)	廣州話讀音欄		建議讀音		coeng2	c	oeng	2	2			
1918	93	1622	搖	揺|摇		廣州話讀音欄		建議讀音		jiu4	j	iu	4	4			
1919	93	1623	搗			廣州話讀音欄		建議讀音		dou2	d	ou	2	2			
1920	93	1624	摘			廣州話讀音欄		建議讀音		zaak6	z	aak	6	9			
1921	93	1625	摔		6.38 (174頁)	廣州話讀音欄		建議讀音		seot1	s	eot	1	7			
1922	93	1626	摩		8.02.1 (265頁)	廣州話讀音欄		建議讀音		mo1	m	o	1	1			
1923	93	1627	摸		6.32 (173頁); 8.02.2 (313頁)	廣州話讀音欄		建議讀音		mo2	m	o	2	2			
1924	93	1627	摸		6.32 (173頁); 8.02.2 (313頁)	備註欄			同摹	mou4	m	ou	4	4	Y		
1925	93	1627	摸		6.32 (173頁); 8.02.2 (313頁)	備註欄			摸棱同模棱	mou4	m	ou	4	4	Y		
1926	93	1628	摺			廣州話讀音欄		建議讀音		zip3	z	ip	3	8			
1927	93	1629	摯			廣州話讀音欄		建議讀音		zi3	z	i	3	3			
1928	94	1630	摹			廣州話讀音欄		建議讀音		mou4	m	ou	4	4			
1929	94	1631	撇			廣州話讀音欄		建議讀音		pit3	p	it	3	8			
1930	94	1632	摟		8.02.1 (265頁)	廣州話讀音欄		建議讀音		lau5	l	au	5	5			
1931	94	1633	摑		2.08.1 (65頁)	廣州話讀音欄		建議讀音		gwaak3	gw	aak	3	8			
1932	94	1634	摧		3.04.1 (106頁)	廣州話讀音欄		建議讀音		ceoi1	c	eoi	1	1			
1933	94	1635	撤			廣州話讀音欄		建議讀音		cit3	c	it	3	8			
1934	94	1636	撞		7.24 (182頁)	廣州話讀音欄		建議讀音		zong6	z	ong	6	6			
1935	94	1637	撈		8.01.1 (208頁)	廣州話讀音欄	1	建議讀音	打撈	laau4	l	aau	4	4		Y	「打撈」義《異讀》誤作“lau4”，今從《讀音表》作“laau4”
1936	94	1637	撈		8.01.1 (208頁)	廣州話讀音欄	2	建議讀音	撈本兒	lou1	l	ou	1	1			
1937	94	1638	撰			廣州話讀音欄		建議讀音		zaan6	z	aan	6	6			
1938	94	1639	撥		5.09 (149頁)	廣州話讀音欄		建議讀音		but6	b	ut	6	9			
1939	94	1640	撓		3.18.2 (127頁)	廣州話讀音欄		建議讀音		naau4	n	aau	4	4			
1940	94	1640	撓		3.18.2 (127頁)	備註欄		又		naau5	n	aau	5	5			
1941	94	1641	撕		8.02.1 (265頁)	廣州話讀音欄		建議讀音		si1	s	i	1	1			
1942	94	1642	撩		8.02.1 (265頁)	廣州話讀音欄		建議讀音		liu4	l	iu	4	4			
1943	94	1643	撒			廣州話讀音欄		建議讀音		saat3	s	aat	3	8			
1944	94	1644	撐	撑		廣州話讀音欄		建議讀音		caang1	c	aang	1	1			
1945	94	1645	撲		8.02.1 (265頁)	廣州話讀音欄		建議讀音		pok3	p	ok	3	8			
1946	94	1646	撮			廣州話讀音欄		建議讀音		cyut3	c	yut	3	8			
1947	94	1647	播			廣州話讀音欄		建議讀音		bo3	b	o	3	3			
